ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Meta: difusor","Meta: _difusor","Meta: color","Meta: _color","Meta: cobertura","Meta: _cobertura","Meta: control","Meta: _control","Meta: app","Meta: _app","Meta: capacidad","Meta: _capacidad","Meta: cantidad_de_aroma_de_regalo","Meta: _cantidad_de_aroma_de_regalo","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Meta: notas_de_salida","Meta: _notas_de_salida","Meta: notas_de_corazon","Meta: _notas_de_corazon","Meta: notas_de_fondo","Meta: _notas_de_fondo"
494,variable,AR-DARK-MOTION,,"Aroma Dark Motion",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/dark-motion.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Cuero negro, pimienta rosa",field_6a3739f9978a5,"Madera ahumada, incienso",field_6a373a0b978a6,"Ámbar oscuro, pachuli intenso",field_6a373a15978a7
495,variable,AR-DELICIA,,"Aroma Delicia",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/Delicia.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Pera fresca, manzana verde",field_6a3739f9978a5,"Flor blanca, hojas verdes",field_6a373a0b978a6,"Ámbar suave, almizcle",field_6a373a15978a7
496,variable,AR-DREAM-LOVE,,"Aroma Dream Love",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/dream-love.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Cedro rosado, flor de naranjo",field_6a3739f9978a5,"Almizcle, rosa antigua",field_6a373a0b978a6,"Bois de rose, ámbar cálido",field_6a373a15978a7
497,variation,AR-COCO-ZEN-150,,"Aroma Coco Zen - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-COCO-ZEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
498,variation,AR-COCO-ZEN-250,,"Aroma Coco Zen - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-COCO-ZEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
499,variation,AR-COCO-ZEN-500,,"Aroma Coco Zen - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-COCO-ZEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
500,variation,AR-COCO-ZEN-1L,,"Aroma Coco Zen - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-COCO-ZEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
501,variation,AR-COOKIE-FOREST-150,,"Aroma Cookie Forest - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-COOKIE-FOREST,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
502,variation,AR-COOKIE-FOREST-250,,"Aroma Cookie Forest - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-COOKIE-FOREST,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
503,variation,AR-COOKIE-FOREST-500,,"Aroma Cookie Forest - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-COOKIE-FOREST,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
504,variation,AR-COOKIE-FOREST-1L,,"Aroma Cookie Forest - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-COOKIE-FOREST,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
505,variation,AR-CORTEZA-150,,"Aroma Corteza - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-CORTEZA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
506,variation,AR-CORTEZA-250,,"Aroma Corteza - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-CORTEZA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
507,variation,AR-CORTEZA-500,,"Aroma Corteza - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-CORTEZA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
508,variation,AR-CORTEZA-1L,,"Aroma Corteza - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-CORTEZA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
509,variation,AR-DARK-MOTION-150,,"Aroma Dark Motion - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-DARK-MOTION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
510,variation,AR-DARK-MOTION-250,,"Aroma Dark Motion - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-DARK-MOTION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
511,variation,AR-DARK-MOTION-500,,"Aroma Dark Motion - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-DARK-MOTION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
512,variation,AR-DARK-MOTION-1L,,"Aroma Dark Motion - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-DARK-MOTION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
513,variation,AR-DELICIA-150,,"Aroma Delicia - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-DELICIA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
514,variation,AR-DELICIA-250,,"Aroma Delicia - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-DELICIA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
515,variation,AR-DELICIA-500,,"Aroma Delicia - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-DELICIA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
516,variation,AR-DELICIA-1L,,"Aroma Delicia - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-DELICIA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
517,variation,AR-DREAM-LOVE-150,,"Aroma Dream Love - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-DREAM-LOVE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
518,variation,AR-DREAM-LOVE-250,,"Aroma Dream Love - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-DREAM-LOVE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
519,variation,AR-DREAM-LOVE-500,,"Aroma Dream Love - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-DREAM-LOVE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
520,variation,AR-DREAM-LOVE-1L,,"Aroma Dream Love - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-DREAM-LOVE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
521,variable,AR-DULCE-ESTACION,,"Aroma Dulce Estación",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/dulce-estacion.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Durazno maduro, frutos rojos",field_6a3739f9978a5,"Crema batida, flor de vainilla",field_6a373a0b978a6,"Madera suave, almizcle",field_6a373a15978a7
522,variable,AR-FLORAL-BREEZE,,"Aroma Floral Breeze",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/floral-breeze.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Lirio del valle, mandarina",field_6a3739f9978a5,"Rosa silvestre, gardenia",field_6a373a0b978a6,"Almizcle, madera de ámbar",field_6a373a15978a7
523,variable,AR-FRESH,,"Aroma Fresh",0,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Brisa marina",field_6a3739f9978a5,"Madera clara, hoja fresca",field_6a373a0b978a6,"Ambar ligero, almizcle",field_6a373a15978a7
524,variable,AR-GLAMOUR,,"Aroma Glamour",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/glamour.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Cereza negra, pimienta rosa",field_6a3739f9978a5,"Violeta, flor de naranjo",field_6a373a0b978a6,"Vainilla intensa, pachulí",field_6a373a15978a7
525,variable,AR-GOLDEN,,"Aroma Golden",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/golden.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Cítricos, flor de azahar",field_6a3739f9978a5,"Jazmín, lirio del valle",field_6a373a0b978a6,"Almizcle blanco, ámbar dorado",field_6a373a15978a7
526,variable,AR-HONEY,,"Aroma Honey",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/honey.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Néctar, flores, miel dorada",field_6a3739f9978a5,"Flores suaves",field_6a373a0b978a6,"Vainilla tibia, madera dulce",field_6a373a15978a7
527,variation,AR-DULCE-ESTACION-150,,"Aroma Dulce Estación - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-DULCE-ESTACION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
528,variation,AR-DULCE-ESTACION-250,,"Aroma Dulce Estación - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-DULCE-ESTACION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
529,variation,AR-DULCE-ESTACION-500,,"Aroma Dulce Estación - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-DULCE-ESTACION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
530,variation,AR-DULCE-ESTACION-1L,,"Aroma Dulce Estación - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-DULCE-ESTACION,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
531,variation,AR-FLORAL-BREEZE-150,,"Aroma Floral Breeze - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-FLORAL-BREEZE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
532,variation,AR-FLORAL-BREEZE-250,,"Aroma Floral Breeze - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-FLORAL-BREEZE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
533,variation,AR-FLORAL-BREEZE-500,,"Aroma Floral Breeze - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-FLORAL-BREEZE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
534,variation,AR-FLORAL-BREEZE-1L,,"Aroma Floral Breeze - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-FLORAL-BREEZE,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
535,variation,AR-FRESH-150,,"Aroma Fresh - 150 mL",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-FRESH,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
536,variation,AR-FRESH-250,,"Aroma Fresh - 250 mL",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-FRESH,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
537,variation,AR-FRESH-500,,"Aroma Fresh - 500 mL",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-FRESH,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
538,variation,AR-FRESH-1L,,"Aroma Fresh - 1 L",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-FRESH,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
539,variation,AR-GLAMOUR-150,,"Aroma Glamour - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-GLAMOUR,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
540,variation,AR-GLAMOUR-250,,"Aroma Glamour - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-GLAMOUR,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
541,variation,AR-GLAMOUR-500,,"Aroma Glamour - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-GLAMOUR,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
542,variation,AR-GLAMOUR-1L,,"Aroma Glamour - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-GLAMOUR,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
543,variation,AR-GOLDEN-150,,"Aroma Golden - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-GOLDEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
544,variation,AR-GOLDEN-250,,"Aroma Golden - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-GOLDEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
545,variation,AR-GOLDEN-500,,"Aroma Golden - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-GOLDEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
546,variation,AR-GOLDEN-1L,,"Aroma Golden - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-GOLDEN,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
547,variation,AR-HONEY-150,,"Aroma Honey - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-HONEY,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
548,variation,AR-HONEY-250,,"Aroma Honey - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-HONEY,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
549,variation,AR-HONEY-500,,"Aroma Honey - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-HONEY,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
550,variation,AR-HONEY-1L,,"Aroma Honey - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-HONEY,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
551,variable,AR-LAVANDA-FRANCESA,,"Aroma Lavanda Francesa",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/lavanda-francesa.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Lavanda de Provenza, limón",field_6a3739f9978a5,"Romero, eucalipto",field_6a373a0b978a6,"Cedro, almizcle",field_6a373a15978a7
552,variable,AR-MACCHIATO,,"Aroma Macchiato",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/macchiato.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Espresso, cacao tostado",field_6a3739f9978a5,"Crema dulce, caramelo",field_6a373a0b978a6,"Madera, vainilla oscura",field_6a373a15978a7
553,variable,AR-MANGO-TROPICAL,,"Aroma Mango Tropical",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/mango-tropical.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Mango jugoso, maracuyá",field_6a3739f9978a5,"Flor de hibisco, peonía rosada",field_6a373a0b978a6,"Almizcle, vainilla ligera",field_6a373a15978a7
554,variable,AR-MATCHA,,"Aroma Matcha",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/matcha.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Té verde, lima",field_6a3739f9978a5,"Hoja de menta, bambú",field_6a373a0b978a6,"Almizcle suave, ámbar claro",field_6a373a15978a7
555,variable,AR-MOCA,,"Aroma Moca",0,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Espresso, cacao amargo",field_6a3739f9978a5,"Avellana, caramelo",field_6a373a0b978a6,"Vainilla oscura, madera tostada",field_6a373a15978a7
556,variable,AR-MOONLIGHT,,"Aroma Moonlight",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Aromas,,,https://vaporis.pruebalucuma.site/wp-content/uploads/2026/06/moonlight.png,,,,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L, 150 mL, 250 mL, 500 mL",1,1,"Vainilla cremosa, coco suave",field_6a3739f9978a5,"Leche de almendra, caramelo",field_6a373a0b978a6,"Madera dulce, almizcle cálido",field_6a373a15978a7
557,variation,AR-LAVANDA-FRANCESA-150,,"Aroma Lavanda Francesa - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-LAVANDA-FRANCESA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
558,variation,AR-LAVANDA-FRANCESA-250,,"Aroma Lavanda Francesa - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-LAVANDA-FRANCESA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
559,variation,AR-LAVANDA-FRANCESA-500,,"Aroma Lavanda Francesa - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-LAVANDA-FRANCESA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
560,variation,AR-LAVANDA-FRANCESA-1L,,"Aroma Lavanda Francesa - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-LAVANDA-FRANCESA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
561,variation,AR-MACCHIATO-150,,"Aroma Macchiato - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-MACCHIATO,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
562,variation,AR-MACCHIATO-250,,"Aroma Macchiato - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-MACCHIATO,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
563,variation,AR-MACCHIATO-500,,"Aroma Macchiato - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-MACCHIATO,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
564,variation,AR-MACCHIATO-1L,,"Aroma Macchiato - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-MACCHIATO,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
565,variation,AR-MANGO-TROPICAL-150,,"Aroma Mango Tropical - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-MANGO-TROPICAL,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
566,variation,AR-MANGO-TROPICAL-250,,"Aroma Mango Tropical - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-MANGO-TROPICAL,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
567,variation,AR-MANGO-TROPICAL-500,,"Aroma Mango Tropical - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-MANGO-TROPICAL,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
568,variation,AR-MANGO-TROPICAL-1L,,"Aroma Mango Tropical - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-MANGO-TROPICAL,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
569,variation,AR-MATCHA-150,,"Aroma Matcha - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-MATCHA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
570,variation,AR-MATCHA-250,,"Aroma Matcha - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-MATCHA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
571,variation,AR-MATCHA-500,,"Aroma Matcha - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-MATCHA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
572,variation,AR-MATCHA-1L,,"Aroma Matcha - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-MATCHA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
573,variation,AR-MOCA-150,,"Aroma Moca - 150 mL",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-MOCA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
574,variation,AR-MOCA-250,,"Aroma Moca - 250 mL",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-MOCA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
575,variation,AR-MOCA-500,,"Aroma Moca - 500 mL",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-MOCA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
576,variation,AR-MOCA-1L,,"Aroma Moca - 1 L",0,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-MOCA,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
577,variation,AR-MOONLIGHT-150,,"Aroma Moonlight - 150 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,90.00,,,,,,,AR-MOONLIGHT,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"150 mL",,1,,,,,,
578,variation,AR-MOONLIGHT-250,,"Aroma Moonlight - 250 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,125.00,,,,,,,AR-MOONLIGHT,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"250 mL",,1,,,,,,
579,variation,AR-MOONLIGHT-500,,"Aroma Moonlight - 500 mL",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,229.00,,,,,,,AR-MOONLIGHT,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"500 mL",,1,,,,,,
580,variation,AR-MOONLIGHT-1L,,"Aroma Moonlight - 1 L",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,439.00,,,,,,,AR-MOONLIGHT,,,,,,0,,,,,,,,,,,,,,,,Capacidad,"1 L",,1,,,,,,
